"section","code","specialist","status","first_available","last_booked","source_pdf_date","source_pdf_url"
"INSTITUT ZA BOLESTI DJECE","107149","KABINET ZA DJEДЊIJI MR - MKS","HAS_SLOTS","31.03.2026. 12:00","17.02.2026. 09:00","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"INSTITUT ZA BOLESTI DJECE","107149","KABINET ZA DJEДЊIJI MR - MKS","HAS_SLOTS","31.03.2026. 13:00","17.02.2026. 13:00","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"INSTITUT ZA BOLESTI DJECE","107129","KABINET ZA DJEДЊIJI MR - NEURO","HAS_SLOTS","30.03.2026. 12:00","12.03.2026. 11:00","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"INSTITUT ZA BOLESTI DJECE","107129","KABINET ZA DJEДЊIJI MR - NEURO","HAS_SLOTS","30.03.2026. 13:00","12.02.2026. 09:00","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"INSTITUT ZA BOLESTI DJECE","107169","KABINET ZA DJEДЊIJI MR BODY","NO_SLOTS",,"25.12.2023. 10:45","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"INSTITUT ZA BOLESTI DJECE","107169","KABINET ZA DJEДЊIJI MR BODY","NO_SLOTS",,"29.12.2025. 09:00","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"INSTITUT ZA BOLESTI DJECE","107159","KABINET ZA DJEДЊIJI UZ KUKOVA","HAS_SLOTS","31.03.2026. 16:45","16.02.2026. 15:30","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"INSTITUT ZA BOLESTI DJECE","107209","KABINET ZA DJEДЊIJU MR -OPЕ TA ANESTEZIJA","NO_SLOTS",,"28.05.2022. 10:00","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"INSTITUT ZA BOLESTI DJECE","107209","KABINET ZA DJEДЊIJU MR -OPЕ TA ANESTEZIJA","NO_SLOTS",,"28.05.2022. 13:00","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"INSTITUT ZA BOLESTI DJECE","107109","KABINET ZA DJEДЊIJU RTG DIJAGNOSTIKU","HAS_SLOTS","31.03.2026. 12:50","11.02.2026. 10:50","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"INSTITUT ZA BOLESTI DJECE","107139","KABINET ZA DJEДЊIJU UZ DIJAGNOSTIKU","HAS_SLOTS","31.03.2026. 13:30","13.03.2026. 13:30","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"INSTITUT ZA BOLESTI DJECE","103209","NEONATOLOЕ KA AMBULANTA 1 IBD","HAS_SLOTS","30.04.2026. 12:40","19.02.2026. 08:40","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"INSTITUT ZA BOLESTI DJECE","103210","NEONATOLOЕ KA AMBULANTA 2 IBD","HAS_SLOTS","27.04.2026. 12:40","24.02.2026. 11:40","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"INSTITUT ZA BOLESTI DJECE","101519","PEDIJATRIJSKA REUMATOLOЕ KA AMBULANTA","HAS_SLOTS","29.04.2026. 13:40","18.02.2026. 11:00","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"INTERNA KLINIKA","114050","ALERGOLOЕ KA AMBULANTA","NO_SLOTS",,"28.05.2026. 12:25","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"INTERNA KLINIKA","115029","AMBULANTA ZA KAPILAROSKOPIJU","NO_SLOTS",,"25.05.2026. 10:00","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"INTERNA KLINIKA","111339","DNEVNA HEMATOLOЕ KA BOLNICA","HAS_SLOTS","30.06.2026. 08:50","08.04.2026. 08:40","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"INTERNA KLINIKA","114009","ENDOKRINOLOЕ KA AMBULANTA 1","NO_SLOTS",,"29.05.2026. 12:25","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"INTERNA KLINIKA","114019","ENDOKRINOLOЕ KA AMBULANTA 2","NO_SLOTS",,"29.05.2026. 12:25","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"INTERNA KLINIKA","114029","ENDOKRINOLOЕ KA AMBULANTA 3","NO_SLOTS",,"25.08.2025. 12:25","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"INTERNA KLINIKA","113010","GASTROENTEROHEPATOLOЕ KA AMBULANTA 2","NO_SLOTS",,"25.03.2026. 12:25","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"INTERNA KLINIKA","114039","GASTROENTEROLOЕ KA AMBULANTA","NO_SLOTS",,"28.05.2026. 12:25","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"INTERNA KLINIKA","111309","HEMATOLOЕ KA AMBULANTA","HAS_SLOTS","29.05.2026. 12:25","08.05.2026. 11:55","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"INTERNA KLINIKA","111320","HEMATOLOЕ KA AMBULANTA 2","HAS_SLOTS","14.05.2026. 12:25","07.05.2026. 12:25","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"INTERNA KLINIKA","111319","HEMATOLOЕ KI KONZILIJUM ZA BIOLOЕ KU TERAPIJU","NO_SLOTS",,"04.11.2022. 08:00","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"INTERNA KLINIKA","113019","KABINET ZA GASTROSKOPIJU","NO_SLOTS",,"26.05.2026. 10:00","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"INTERNA KLINIKA","113020","KABINET ZA GASTROSKOPIJU 2","NO_SLOTS",,"29.03.2022. 13:30","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"INTERNA KLINIKA","113129","KABINET ZA KOLONOSKOPIJU","NO_SLOTS",,"27.05.2026. 09:00","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"INTERNA KLINIKA","113128","KABINET ZA KOLONOSKOPIJU 2","NO_SLOTS",,"30.03.2022. 13:00","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"INTERNA KLINIKA","115019","KABINET ZA OSTEODENZITOMETRIJU","NO_SLOTS",,"28.05.2026. 10:00","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"INTERNA KLINIKA","115059","KABINET ZA UZ LOKOMO. SISTEMA","NO_SLOTS",,"27.03.2025. 13:30","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"INTERNA KLINIKA","130156","KONZILIJUM ALERGOLOGA I KLINIДЊKIH IMUNOLOGA","NO_SLOTS",,"13.02.2025. 13:55","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"INTERNA KLINIKA","116009","PULMOLOЕ KA AMBULANTA","NO_SLOTS",,"26.05.2026. 12:25","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"INTERNA KLINIKA","115009","REUMATOLOЕ KA AMBULANTA 1","NO_SLOTS",,"28.05.2026. 19:25","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"INTERNA KLINIKA","115039","REUMATOLOЕ KA AMBULANTA 2","NO_SLOTS",,"12.05.2026. 12:25","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"INTERNA KLINIKA","115049","REUMATOLOЕ KI KONZILIJUM ZA BIOLOЕ KU TERAPIJU","NO_SLOTS",,"09.12.2022. 08:00","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"KLINIKA ZA ANESTEZIJU I INTEZIVNU TERAPIJU BOLA","240109","ANESTEZILOЕ KA AMBULANTA","NO_SLOTS",,"27.02.2026. 12:45","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"KLINIKA ZA BOLESTI SRCA","270610","AMBULANTA ZA KARDIOHIRURGIJU","HAS_SLOTS","31.03.2026. 14:40","11.02.2026. 08:20","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"KLINIKA ZA BOLESTI SRCA","290580","ELEKTROFIZIOLOЕ KA AMBULANTA","HAS_SLOTS","30.06.2026. 12:45","16.03.2026. 12:15","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"KLINIKA ZA BOLESTI SRCA","260539","KABINET ZA EHO SRCA","HAS_SLOTS","30.06.2026. 10:15","20.05.2026. 09:45","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"KLINIKA ZA BOLESTI SRCA","260549","KABINET ZA ERGOMETRIJU","HAS_SLOTS","29.06.2026. 11:00","16.04.2026. 09:00","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"KLINIKA ZA BOLESTI SRCA","280589","KABINET ZA HOLTER KRVNOG PRITISKA","HAS_SLOTS","30.06.2026. 08:20","12.03.2026. 08:00","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"KLINIKA ZA BOLESTI SRCA","260559","KABINET ZA HOLTER MONITORING","NO_SLOTS",,"30.06.2026. 08:40","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"KLINIKA ZA BOLESTI SRCA","260320","KABINET ZA HUMEDS HOLTER","HAS_SLOTS","29.06.2026. 12:00","11.05.2026. 12:00","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"KLINIKA ZA BOLESTI SRCA","260308","KABINET ZA PRAД†ENJE RADA PACE MAKERA","HAS_SLOTS","31.07.2026. 10:50","29.04.2026. 10:50","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"KLINIKA ZA BOLESTI SRCA","280569","KABINET ZA STRES EHO TEST","NO_SLOTS",,"30.06.2026. 11:00","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"KLINIKA ZA BOLESTI SRCA","280579","KABINET ZA TE UZV SRCA","HAS_SLOTS","30.06.2026. 13:00","23.06.2026. 13:00","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"KLINIKA ZA BOLESTI SRCA","270799","KARDIO ANESTEZIOLOЕ KA AMB","HAS_SLOTS","31.03.2026. 14:45","11.02.2026. 07:00","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"KLINIKA ZA BOLESTI SRCA","260509","KARDIOLOЕ KA AMBULANTA 1","NO_SLOTS",,"30.06.2026. 12:40","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"KLINIKA ZA BOLESTI SRCA","260529","KARDIOLOЕ KA AMBULANTA 2","NO_SLOTS",,"29.08.2025. 17:45","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"KLINIKA ZA BOLESTI SRCA","260519","KARDIOLOЕ KA AMBULANTA 3","NO_SLOTS",,"07.10.2025. 17:45","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"KLINIKA ZA BOLESTI SRCA","290101","KARDIOLOЕ KA INTERVENTNA AMB","NO_SLOTS",,"31.12.2021. 07:48","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"KLINIKA ZA BOLESTI SRCA","270801","KARDIOLOЕ KA KONTROLA NAKON KARD.HIR. OP.","NO_SLOTS",,"31.12.2025. 14:45","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"KLINIKA ZA BOLESTI SRCA","260510","KardioloЕЎka ambulanta 1 - kontrolni pregled","NO_SLOTS",,"30.09.2024. 11:55","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"KLINIKA ZA BOLESTI SRCA","290600","KONZILIJUM ZA UPUД†IVANJE PACIJENATA U INOSTRANSTVO","NO_SLOTS",,"25.10.2022. 13:45","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"KLINIKA ZA DERMATOVENEROLOGIJU","230409","AMBULANTA ZA DERMATOVENEROLOGIJU 1","HAS_SLOTS","30.04.2026. 13:45","08.04.2026. 13:00","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"KLINIKA ZA DERMATOVENEROLOGIJU","230419","AMBULANTA ZA DERMATOVENEROLOGIJU 2","HAS_SLOTS","30.04.2026. 13:45","09.04.2026. 08:45","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"KLINIKA ZA DERMATOVENEROLOGIJU","230229","INTERVENTNA AMBULANTA ZA DERMATOVENEROLOGIJU","HAS_SLOTS","31.03.2026. 10:15","20.02.2026. 09:30","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"KLINIKA ZA DERMATOVENEROLOGIJU","230109","KABINET ZA ALERGIJSKO -EPIKUTANO TESTIRANJE","NO_SLOTS",,"29.09.2025. 10:00","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"KLINIKA ZA DERMATOVENEROLOGIJU","230119","KABINET ZA PATCH TESTIRANJE","NO_SLOTS",,"29.09.2025. 13:30","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"KLINIKA ZA DERMATOVENEROLOGIJU","230009","KONZILIJUM DERMATOVENEROLOGA","HAS_SLOTS","25.03.2026. 13:45","11.03.2026. 13:30","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"KLINIKA ZA GINEKOLOGIJU I AKUЕ ERSTVO","180120","DNEVNA BOLNICA GAK","NO_SLOTS",,"04.02.2025. 00:30","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"KLINIKA ZA GINEKOLOGIJU I AKUЕ ERSTVO","180189","GINEKOLOЕ KA AMBULANTA ZA INFERTILITET","HAS_SLOTS","27.04.2026. 13:45","16.02.2026. 08:45","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"KLINIKA ZA GINEKOLOGIJU I AKUЕ ERSTVO","180199","GINEKOLOЕ KO ENDOKRINOLOЕ KA AMBULANTA","HAS_SLOTS","24.04.2026. 13:40","13.02.2026. 13:00","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"KLINIKA ZA GINEKOLOGIJU I AKUЕ ERSTVO","180169","GINEKOLOЕ KO ONKOLOЕ KA AMBULANTA","HAS_SLOTS","30.04.2026. 10:15","17.02.2026. 09:30","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"KLINIKA ZA GINEKOLOGIJU I AKUЕ ERSTVO","180179","GINEKOLOЕ KO PERINATOLOЕ KA AMBULANTA","HAS_SLOTS","29.04.2026. 13:40","11.02.2026. 12:00","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"KLINIKA ZA GINEKOLOGIJU I AKUЕ ERSTVO","180109","GINEKOLOЕ KO-AKUЕ ERSKA AMBULANTA","NO_SLOTS",,"20.10.2022. 07:00","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"KLINIKA ZA GINEKOLOGIJU I AKUЕ ERSTVO","111111","Ljekar specijalista u amb. 11.02.2026. 10:00 30.04.2026. 13:45","HAS_SLOTS","30.04.2026. 13:45","11.02.2026. 10:00","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"KLINIKA ZA INFEKTIVNE BOLESTI","220109","AMBULANTA ZA INFEKTIVNE BOLESTI","HAS_SLOTS","31.03.2026. 13:45","12.02.2026. 13:15","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"KLINIKA ZA INFEKTIVNE BOLESTI","220900","DNEVNA BOLNICA INFEKTIVNE KLINIKE","NO_SLOTS",,"31.10.2022. 13:45","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"KLINIKA ZA MAKSILOFACIJALNU HIRURGIJU","320109","AMBULANTA ZA MAKSILOFACIJALNU HIRURGIJU","HAS_SLOTS","31.08.2026. 12:40","11.02.2026. 12:20","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"KLINIKA ZA MAKSILOFACIJALNU HIRURGIJU","250800","KONZILIJUM ZA MFH","NO_SLOTS",,"29.12.2025. 12:40","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"KLINIKA ZA NEFROLOGIJU","140319","AMBULANTA ZA TRANSPLANTIRANE PACIJENTE","HAS_SLOTS","29.06.2026. 17:45","16.02.2026. 15:45","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"KLINIKA ZA NEFROLOGIJU","140309","NEFROLOЕ KA AMBULANTA","HAS_SLOTS","30.06.2026. 17:45","05.03.2026. 13:45","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"KLINIKA ZA NEUROHIRURGIJU","150119","NEUROHIRURЕ KA INTERVENTNA","HAS_SLOTS","31.03.2026. 11:40","17.02.2026. 09:00","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"KLINIKA ZA NEUROHIRURGIJU","150809","NEUROHIRUSKA AMBULANTA","NO_SLOTS",,"31.03.2026. 13:40","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"KLINIKA ZA NEUROLOGIJU","160260","DEFEKTOLOЕ KO - LOGOPEDSKA AMBULANTA","NO_SLOTS",,"28.12.2022. 17:45","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"KLINIKA ZA NEUROLOGIJU","160218","DISPANZER ZA EPILEPSIJU","NO_SLOTS",,"26.03.2026. 12:00","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"KLINIKA ZA NEUROLOGIJU","160229","EEG AMBULANTA","HAS_SLOTS","31.03.2026. 13:30","11.02.2026. 13:00","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"KLINIKA ZA NEUROLOGIJU","160239","EMNG AMBULANTA","NO_SLOTS",,"28.08.2025. 13:00","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"KLINIKA ZA NEUROLOGIJU","160309","INTERVENTNA NEUROLOЕ KA AMB I","NO_SLOTS",,"31.10.2022. 08:30","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"KLINIKA ZA NEUROLOGIJU","160279","INTERVENTNA NEUROLOЕ KA AMB II","NO_SLOTS",,"15.12.2021. 12:30","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"KLINIKA ZA NEUROLOGIJU","160249","KABINET ZA EVOCIRANE POTENCIJALE","NO_SLOTS",,"09.06.2025. 17:00","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"KLINIKA ZA NEUROLOGIJU","160109","NEUROLOЕ KA AMBULANTA I","NO_SLOTS",,"31.03.2026. 12:20","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"KLINIKA ZA NEUROLOGIJU","160119","NEUROLOЕ KA AMBULANTA II","NO_SLOTS",,"31.03.2026. 12:20","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"KLINIKA ZA NEUROLOGIJU","160259","NEUROLOЕ KO-PSIHOLOЕ KI KABINET","NO_SLOTS",,"10.06.2022. 15:00","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"KLINIKA ZA ONKOLOGIJU I RADIO TERAPIJU","190310","AMBULANTA ZA NUKLEARNU MEDICINU","HAS_SLOTS","30.03.2026. 11:50","27.03.2026. 08:10","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"KLINIKA ZA ONKOLOGIJU I RADIO TERAPIJU","190018","INTERVENTNA AMBULANTA ZA HEMIOTERAPIJU","NO_SLOTS",,"31.10.2025. 13:20","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"KLINIKA ZA ONKOLOGIJU I RADIO TERAPIJU","190230","KABINET ZA BRAHITERAPIJU","HAS_SLOTS","01.07.2026. 13:15","11.02.2026. 08:00","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"KLINIKA ZA ONKOLOGIJU I RADIO TERAPIJU","190800","KONZILIJUM ZA PET/CT","NO_SLOTS",,"02.10.2025. 12:05","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"KLINIKA ZA ONKOLOGIJU I RADIO TERAPIJU","190109","ONKOLOЕ KA AMBULANTA ZA HEMIOTERAPIJU 1","NO_SLOTS",,"01.07.2026. 16:20","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"KLINIKA ZA ONKOLOGIJU I RADIO TERAPIJU","190119","ONKOLOЕ KA AMBULANTA ZA HEMIOTERAPIJU 2","NO_SLOTS",,"30.10.2025. 14:00","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"KLINIKA ZA ONKOLOGIJU I RADIO TERAPIJU","190129","ONKOLOЕ KA AMBULANTA ZA HEMIOTERAPIJU 3","NO_SLOTS",,"31.10.2025. 14:20","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"KLINIKA ZA ONKOLOGIJU I RADIO TERAPIJU","190139","ONKOLOЕ KA AMBULANTA ZA HEMIOTERAPIJU 4","NO_SLOTS",,"31.10.2025. 14:20","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"KLINIKA ZA ONKOLOGIJU I RADIO TERAPIJU","190209","ONKOLOЕ KA AMBULANTA ZA RADIOTERAPIJU 1","HAS_SLOTS","01.07.2026. 13:45","12.02.2026. 13:00","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"KLINIKA ZA ONKOLOGIJU I RADIO TERAPIJU","190219","ONKOLOЕ KA AMBULANTA ZA RADIOTERAPIJU 2","HAS_SLOTS","01.07.2026. 13:45","12.02.2026. 12:30","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"KLINIKA ZA ONKOLOGIJU I RADIO TERAPIJU","190700","ONKOLOЕ KI KONZILIJUM","NO_SLOTS",,"29.12.2023. 13:50","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"KLINIKA ZA ORTOPEDIJU I TRAUMATOLOGIJU","130159","INTERVENTNA ORTOP.AMB-KONT.","HAS_SLOTS","31.03.2026. 10:40","09.03.2026. 10:00","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"KLINIKA ZA ORTOPEDIJU I TRAUMATOLOGIJU","130109","ORTOPEDSKA AMBULANTA I","HAS_SLOTS","31.03.2026. 13:45","25.03.2026. 12:45","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"KLINIKA ZA ORTOPEDIJU I TRAUMATOLOGIJU","130119","ORTOPEDSKA AMBULANTA II","HAS_SLOTS","31.03.2026. 13:45","27.03.2026. 09:30","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"KLINIKA ZA ORTOPEDIJU I TRAUMATOLOGIJU","130149","ORTOPEDSKA AMBULANTA III","HAS_SLOTS","30.03.2026. 13:45","25.03.2026. 12:30","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"KLINIKA ZA OTORINOLARINGOLOGIJU","200119","ALERGOLOЕ KA AMBULANTA ORL","HAS_SLOTS","24.02.2026. 13:40","17.02.2026. 10:20","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"KLINIKA ZA OTORINOLARINGOLOGIJU","200625","INTERVENTNA ORL AMB. KCCG","NO_SLOTS",,"31.12.2025. 23:20","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"KLINIKA ZA OTORINOLARINGOLOGIJU","200129","KONZILIJUM ORL","NO_SLOTS",,"16.11.2022. 08:00","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
