"section","code","specialist","status","first_available","last_booked","source_pdf_date","source_pdf_url"
"KLINIKA ZA OTORINOLARINGOLOGIJU","200519","SUBSPEC. ORL AMBULANTA ZA PLASTIДЊNU HIRURGIJU","NO_SLOTS",,"30.12.2025. 09:40","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"KLINIKA ZA OДЊNE BOLESTI","210199","KABINET ZA FLUORESCINSKU ANGIOGRAFIJU - FA","NO_SLOTS",,"13.01.2026. 13:00","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"KLINIKA ZA OДЊNE BOLESTI","210139","KABINET ZA GLAUKOM","NO_SLOTS",,"24.03.2026. 12:15","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"KLINIKA ZA OДЊNE BOLESTI","210119","KABINET ZA KONTAKTNA SOДЊIVA I BOLESTI ROЕЅNJAДЊE","NO_SLOTS",,"24.03.2026. 13:30","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"KLINIKA ZA OДЊNE BOLESTI","210129","KABINET ZA LASER I OCT","NO_SLOTS",,"31.03.2026. 13:30","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"KLINIKA ZA OДЊNE BOLESTI","210110","KABINET ZA OKULOPLASTIДЊNU HIRURGIJU I SUZNE PUTEVE","NO_SLOTS",,"27.03.2026. 12:40","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"KLINIKA ZA OДЊNE BOLESTI","210149","KABINET ZA ULTRAZVUK OKA","NO_SLOTS",,"23.03.2026. 13:40","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"KLINIKA ZA OДЊNE BOLESTI","210008","KABINET ZA UVEITISE","NO_SLOTS",,"16.03.2026. 13:30","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"KLINIKA ZA OДЊNE BOLESTI","210180","OFTALMOLOЕ KA INTERVENTNA AMB. 2","NO_SLOTS",,"15.08.2022. 08:00","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"KLINIKA ZA OДЊNE BOLESTI","210109","OFTALMOLOЕ KA OPЕ TA AMBULANTA 1","NO_SLOTS",,"30.03.2026. 09:50","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"KLINIKA ZA OДЊNE BOLESTI","210159","OFTALMOLOЕ KA OPЕ TA AMBULANTA 2","NO_SLOTS",,"24.03.2026. 13:40","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"KLINIKA ZA OДЊNE BOLESTI","210007","OFTALMOLOЕ KA OPЕ TA AMBULANTA 3","NO_SLOTS",,"20.03.2026. 13:40","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"KLINIKA ZA PSIHIJATRIJU","170700","AMBULANTA SUPSTITUCIONOJ TERAPIJI","NO_SLOTS",,"26.03.2023. 13:40","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"KLINIKA ZA UROLOGIJU","140119","UROLOЕ KA INTERVENTNA AMBULANTA","NO_SLOTS",,"18.11.2022. 08:00","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"STOMATOLOЕ KA POLIKLINIKA","300100","ODJELJENJE ORALNE HIRURGIJE 1","NO_SLOTS",,"31.10.2022. 10:40","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"STOMATOLOЕ KA POLIKLINIKA","300500","ODJELJENJE STOMATOLOЕ KE PROTETIKE SA LABORATORIJOM","NO_SLOTS",,"30.11.2022. 20:45","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"STOMATOLOЕ KA POLIKLINIKA","300600","ODJELJENJE ZA BOLESTI ZUBA SA ENDODONCIJOM","NO_SLOTS",,"31.10.2022. 13:40","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"STOMATOLOЕ KA POLIKLINIKA","300300","ODJELJENJE ZA ORTOPEDIJU VILICE SA LABORATORIJOM 1","NO_SLOTS",,"31.10.2022. 13:40","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"STOMATOLOЕ KA POLIKLINIKA","300301","ODJELJENJE ZA ORTOPEDIJU VILICE SA LABORATORIJOM 2","NO_SLOTS",,"30.09.2022. 20:20","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
